[sg_only_verifier] Detected sg_only mode, restoring full repo...
[sg_only_verifier] Found clone manifest, using clone-at-verify strategy
[sg_only_verifier] Working directory: /workspace
[sg_only_verifier] Backed up agent-written files from /workspace
[sg_only_verifier] Cloning sg-evals/django--674eda1c -> /workspace
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/en/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/en_AU/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/en_AU/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/en_GB/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/en_GB/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/eo/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/eo/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/es/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/es/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/es_AR/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/es_AR/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/es_CO/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/es_CO/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/es_MX/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/es_MX/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/es_VE/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/es_VE/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/et/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/et/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/eu/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/eu/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/fa/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/fa/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/fi/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/fi/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/fr/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/fr/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/fy/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/fy/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/ga/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/ga/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/gd/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/gd/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/gl/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/gl/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/he/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/he/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/hi/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/hi/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/hr/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/hr/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/hsb/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/hsb/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/hu/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/hu/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/hy/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/hy/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/ia/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/ia/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/id/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/id/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/io/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/io/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/is/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/is/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/it/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/it/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/ja/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/ja/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/ka/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/ka/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/kab/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/kab/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/kk/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/kk/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/km/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/km/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/kn/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/kn/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/ko/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/ko/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/ky/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/ky/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/lb/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/lb/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/lt/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/lt/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/lv/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/lv/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/mk/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/mk/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/ml/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/ml/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/mn/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/mn/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/mr/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/mr/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/ms/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/ms/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/my/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/my/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/nb/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/nb/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/ne/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/ne/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/nl/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/nl/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/nn/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/nn/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/os/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/os/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/pa/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/pa/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/pl/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/pl/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/pt/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/pt/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/pt_BR/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/pt_BR/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/ro/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/ro/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/ru/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/ru/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/sk/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/sk/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/sl/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/sl/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/sq/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/sq/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/sr/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/sr/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/sr_Latn/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/sr_Latn/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/sv/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/sv/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/sw/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/sw/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/ta/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/ta/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/te/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/te/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/tg/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/tg/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/th/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/th/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/tk/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/tk/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/tr/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/tr/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/tt/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/tt/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/udm/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/udm/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/ug/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/ug/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/uk/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/uk/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/ur/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/ur/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/uz/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/uz/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/vi/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/vi/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/zh_Hans/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/zh_Hans/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/zh_Hant/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/redirects/locale/zh_Hant/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/redirects/middleware.py
WARNING: change outside django/utils/html.py: django/contrib/redirects/migrations/0001_initial.py
WARNING: change outside django/utils/html.py: django/contrib/redirects/migrations/0002_alter_redirect_new_path_help_text.py
WARNING: change outside django/utils/html.py: django/contrib/redirects/migrations/__init__.py
WARNING: change outside django/utils/html.py: django/contrib/redirects/models.py
WARNING: change outside django/utils/html.py: django/contrib/sessions/__init__.py
WARNING: change outside django/utils/html.py: django/contrib/sessions/apps.py
WARNING: change outside django/utils/html.py: django/contrib/sessions/backends/__init__.py
WARNING: change outside django/utils/html.py: django/contrib/sessions/backends/base.py
WARNING: change outside django/utils/html.py: django/contrib/sessions/backends/cache.py
WARNING: change outside django/utils/html.py: django/contrib/sessions/backends/cached_db.py
WARNING: change outside django/utils/html.py: django/contrib/sessions/backends/db.py
WARNING: change outside django/utils/html.py: django/contrib/sessions/backends/file.py
WARNING: change outside django/utils/html.py: django/contrib/sessions/backends/signed_cookies.py
WARNING: change outside django/utils/html.py: django/contrib/sessions/base_session.py
WARNING: change outside django/utils/html.py: django/contrib/sessions/exceptions.py
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/af/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/af/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/ar/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/ar/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/ar_DZ/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/ar_DZ/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/ast/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/ast/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/az/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/az/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/be/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/be/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/bg/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/bg/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/bn/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/bn/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/br/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/br/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/bs/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/bs/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/ca/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/ca/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/ckb/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/ckb/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/cs/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/cs/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/cy/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/cy/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/da/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/da/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/de/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/de/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/dsb/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/dsb/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/el/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/el/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/en/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/en/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/en_AU/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/en_AU/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/en_GB/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/en_GB/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/eo/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/eo/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/es/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/es/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/es_AR/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/es_AR/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/es_CO/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/es_CO/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/es_MX/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/es_MX/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/es_VE/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/es_VE/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/et/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/et/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/eu/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/eu/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/fa/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/fa/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/fi/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/fi/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/fr/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/fr/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/fy/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/fy/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/ga/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/ga/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/gd/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/gd/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/gl/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/gl/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/he/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/he/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/hi/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/hi/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/hr/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/hr/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/hsb/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/hsb/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/hu/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/hu/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/hy/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/hy/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/ia/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/ia/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/id/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/id/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/io/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/io/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/is/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/is/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/it/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/it/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/ja/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/ja/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/ka/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/ka/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/kab/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/kab/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/kk/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/kk/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/km/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/km/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/kn/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/kn/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/ko/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/ko/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/ky/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/ky/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/lb/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/lb/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/lt/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/lt/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/lv/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/lv/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/mk/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/mk/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/ml/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/ml/LC_MESSAGES/django.po
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/mn/LC_MESSAGES/django.mo
WARNING: change outside django/utils/html.py: django/contrib/sessions/locale/mn/LC_MESSAGES/django.po
